,Trait,AccessionNumber,Species,AccessionName,Condition,variable,value
20062,Stem_length,Y28,S.cheesmaniae,LA0927,salt,rep3,3.1
20063,Stem_thickness,Y28,S.cheesmaniae,LA0927,salt,rep3,1.68
20064,Plant_dry_mass,Y28,S.cheesmaniae,LA0927,salt,rep3,27.5
20065,Plant_fresh_mass,Y28,S.cheesmaniae,LA0927,salt,rep3,364.14
20066,Water_content,Y28,S.cheesmaniae,LA0927,salt,rep3,336.64
20067,Water_concentration,Y28,S.cheesmaniae,LA0927,salt,rep3,0.924479596
20068,Green_pixel_count_initial,Y28,S.cheesmaniae,LA0927,T0,rep3,305231
20069,Root_dry_mass,Y28,S.cheesmaniae,LA0927,T0,rep3,1.15
20070,Root_fresh_mass,Y28,S.cheesmaniae,LA0927,T0,rep3,16.31
20071,Root_length,Y28,S.cheesmaniae,LA0927,T0,rep3,10.5
20072,Shoot_dry_mass,Y28,S.cheesmaniae,LA0927,T0,rep3,7.11
20073,Shoot_fresh_mass,Y28,S.cheesmaniae,LA0927,T0,rep3,114.91
20074,Stem_length,Y28,S.cheesmaniae,LA0927,T0,rep3,2.6
20075,Stem_thickness,Y28,S.cheesmaniae,LA0927,T0,rep3,1.12
20076,Plant_dry_mass,Y28,S.cheesmaniae,LA0927,T0,rep3,8.26
20077,Plant_fresh_mass,Y28,S.cheesmaniae,LA0927,T0,rep3,131.22
20078,Water_content,Y28,S.cheesmaniae,LA0927,T0,rep3,122.96
20079,Water_concentration,Y28,S.cheesmaniae,LA0927,T0,rep3,0.937052279
20080,Green_pixel_count_difference,Y29,S.galapagense,LA0929,control,rep3,712414
20081,Green_pixel_count_final,Y29,S.galapagense,LA0929,control,rep3,815294
20082,Green_pixel_count_initial,Y29,S.galapagense,LA0929,control,rep3,102880
20083,Leaf_area,Y29,S.galapagense,LA0929,control,rep3,5.7961
20084,Leaf_dry_mass,Y29,S.galapagense,LA0929,control,rep3,5.15
20085,Leaf_fresh_mass,Y29,S.galapagense,LA0929,control,rep3,59.61
20086,Leaf_elongation,Y29,S.galapagense,LA0929,control,rep3,0.7538
20087,Leaf_horizontal_width,Y29,S.galapagense,LA0929,control,rep3,3.5209
20088,Leaf_perimeter,Y29,S.galapagense,LA0929,control,rep3,29.5207
20089,Leaf_succulence,Y29,S.galapagense,LA0929,control,rep3,9.395973154
20090,Leaf_vertical_length,Y29,S.galapagense,LA0929,control,rep3,4.6706
20091,Leaf_K_concentration,Y29,S.galapagense,LA0929,control,rep3,119.3536541
20092,Leaf_Na_concentration,Y29,S.galapagense,LA0929,control,rep3,16.06683805
20093,Root_dry_mass,Y29,S.galapagense,LA0929,control,rep3,4.58
20094,Root_fresh_mass,Y29,S.galapagense,LA0929,control,rep3,95.09
20095,Root_K_concentration,Y29,S.galapagense,LA0929,control,rep3,91.7025743
20096,Root_length,Y29,S.galapagense,LA0929,control,rep3,9.1
20097,Shoot_dry_mass,Y29,S.galapagense,LA0929,control,rep3,22.89
20098,Shoot_fresh_mass,Y29,S.galapagense,LA0929,control,rep3,463.28
20099,Stem_length,Y29,S.galapagense,LA0929,control,rep3,5.2
20100,Stem_thickness,Y29,S.galapagense,LA0929,control,rep3,2
20101,Plant_dry_mass,Y29,S.galapagense,LA0929,control,rep3,32.62
20102,Plant_fresh_mass,Y29,S.galapagense,LA0929,control,rep3,558.37
20103,Water_content,Y29,S.galapagense,LA0929,control,rep3,525.75
20104,Water_concentration,Y29,S.galapagense,LA0929,control,rep3,0.941579956
20105,Green_pixel_count_difference,Y29,S.galapagense,LA0929,salt,rep3,294365
20106,Green_pixel_count_final,Y29,S.galapagense,LA0929,salt,rep3,425490
20107,Green_pixel_count_initial,Y29,S.galapagense,LA0929,salt,rep3,131125
20108,Leaf_area,Y29,S.galapagense,LA0929,salt,rep3,1.936
20109,Leaf_dry_mass,Y29,S.galapagense,LA0929,salt,rep3,1.67
20110,Leaf_fresh_mass,Y29,S.galapagense,LA0929,salt,rep3,18.02
20111,Leaf_elongation,Y29,S.galapagense,LA0929,salt,rep3,0.7453
20112,Leaf_horizontal_width,Y29,S.galapagense,LA0929,salt,rep3,1.854
20113,Leaf_perimeter,Y29,S.galapagense,LA0929,salt,rep3,13.4591
20114,Leaf_succulence,Y29,S.galapagense,LA0929,salt,rep3,8.445247934
20115,Leaf_vertical_length,Y29,S.galapagense,LA0929,salt,rep3,2.4876
20116,Leaf_K_concentration,Y29,S.galapagense,LA0929,salt,rep3,71.55963303
20117,Leaf_Na_concentration,Y29,S.galapagense,LA0929,salt,rep3,165.1376147
20118,Root_dry_mass,Y29,S.galapagense,LA0929,salt,rep3,1.7
20119,Root_fresh_mass,Y29,S.galapagense,LA0929,salt,rep3,23.23
20120,Root_K_concentration,Y29,S.galapagense,LA0929,salt,rep3,54.8072457
20121,Root_length,Y29,S.galapagense,LA0929,salt,rep3,10.5
20122,Root_Na_concentration,Y29,S.galapagense,LA0929,salt,rep3,229.2150488
20123,Shoot_dry_mass,Y29,S.galapagense,LA0929,salt,rep3,12.46
20124,Shoot_fresh_mass,Y29,S.galapagense,LA0929,salt,rep3,199.65
20125,Stem_length,Y29,S.galapagense,LA0929,salt,rep3,3
20126,Stem_thickness,Y29,S.galapagense,LA0929,salt,rep3,1.14
20127,Plant_dry_mass,Y29,S.galapagense,LA0929,salt,rep3,15.83
20128,Plant_fresh_mass,Y29,S.galapagense,LA0929,salt,rep3,222.88
20129,Water_content,Y29,S.galapagense,LA0929,salt,rep3,207.05
20130,Water_concentration,Y29,S.galapagense,LA0929,salt,rep3,0.928975233
20131,Root_dry_mass,Y29,S.galapagense,LA0929,T0,rep3,0.4
20132,Root_fresh_mass,Y29,S.galapagense,LA0929,T0,rep3,9.74
20133,Root_length,Y29,S.galapagense,LA0929,T0,rep3,7
20134,Shoot_dry_mass,Y29,S.galapagense,LA0929,T0,rep3,3.17
20135,Shoot_fresh_mass,Y29,S.galapagense,LA0929,T0,rep3,51.41
20136,Stem_length,Y29,S.galapagense,LA0929,T0,rep3,3.3
20137,Stem_thickness,Y29,S.galapagense,LA0929,T0,rep3,0.82
20138,Plant_dry_mass,Y29,S.galapagense,LA0929,T0,rep3,3.57
20139,Plant_fresh_mass,Y29,S.galapagense,LA0929,T0,rep3,61.15
20140,Water_content,Y29,S.galapagense,LA0929,T0,rep3,57.58
20141,Water_concentration,Y29,S.galapagense,LA0929,T0,rep3,0.94161897
20142,Green_pixel_count_difference,Y30,S.galapagense,LA0930,control,rep3,749850
20143,Green_pixel_count_final,Y30,S.galapagense,LA0930,control,rep3,931860
20144,Green_pixel_count_initial,Y30,S.galapagense,LA0930,control,rep3,182010
20145,Leaf_area,Y30,S.galapagense,LA0930,control,rep3,7.1369
20146,Leaf_dry_mass,Y30,S.galapagense,LA0930,control,rep3,6.27
20147,Leaf_fresh_mass,Y30,S.galapagense,LA0930,control,rep3,66.84
20148,Leaf_elongation,Y30,S.galapagense,LA0930,control,rep3,0.6384
20149,Leaf_perimeter,Y30,S.galapagense,LA0930,control,rep3,30.5306
20150,Leaf_succulence,Y30,S.galapagense,LA0930,control,rep3,8.486878056
20151,Leaf_vertical_length,Y30,S.galapagense,LA0930,control,rep3,5.1952
20152,Leaf_K_concentration,Y30,S.galapagense,LA0930,control,rep3,153.5413571
20153,Leaf_Na_concentration,Y30,S.galapagense,LA0930,control,rep3,17.17021628
20154,Root_dry_mass,Y30,S.galapagense,LA0930,control,rep3,3.53
20155,Root_fresh_mass,Y30,S.galapagense,LA0930,control,rep3,58.42
20156,Root_K_concentration,Y30,S.galapagense,LA0930,control,rep3,75.60575697
20157,Root_length,Y30,S.galapagense,LA0930,control,rep3,17.5
20158,Root_Na_concentration,Y30,S.galapagense,LA0930,control,rep3,13.20823465
20159,Shoot_dry_mass,Y30,S.galapagense,LA0930,control,rep3,21.57
20160,Shoot_fresh_mass,Y30,S.galapagense,LA0930,control,rep3,356.43
20161,Stem_length,Y30,S.galapagense,LA0930,control,rep3,2.8
20162,Stem_thickness,Y30,S.galapagense,LA0930,control,rep3,1.44
20163,Plant_dry_mass,Y30,S.galapagense,LA0930,control,rep3,31.37
20164,Plant_fresh_mass,Y30,S.galapagense,LA0930,control,rep3,414.85
20165,Water_content,Y30,S.galapagense,LA0930,control,rep3,383.48
20166,Water_concentration,Y30,S.galapagense,LA0930,control,rep3,0.924382307
20167,Green_pixel_count_difference,Y30,S.galapagense,LA0930,salt,rep3,-153388
20168,Green_pixel_count_final,Y30,S.galapagense,LA0930,salt,rep3,30988
20169,Green_pixel_count_initial,Y30,S.galapagense,LA0930,salt,rep3,184376
20170,Green_pixel_count_initial,Y30,S.galapagense,LA0930,T0,rep3,161136
20171,Root_dry_mass,Y30,S.galapagense,LA0930,T0,rep3,0.87
20172,Root_fresh_mass,Y30,S.galapagense,LA0930,T0,rep3,14.69
20173,Root_length,Y30,S.galapagense,LA0930,T0,rep3,10.1
20174,Shoot_dry_mass,Y30,S.galapagense,LA0930,T0,rep3,4.64
20175,Shoot_fresh_mass,Y30,S.galapagense,LA0930,T0,rep3,73.57
20176,Stem_length,Y30,S.galapagense,LA0930,T0,rep3,4.4
20177,Stem_thickness,Y30,S.galapagense,LA0930,T0,rep3,1
20178,Plant_dry_mass,Y30,S.galapagense,LA0930,T0,rep3,5.51
20179,Plant_fresh_mass,Y30,S.galapagense,LA0930,T0,rep3,88.26
20180,Water_content,Y30,S.galapagense,LA0930,T0,rep3,82.75
20181,Water_concentration,Y30,S.galapagense,LA0930,T0,rep3,0.937570814
20182,Green_pixel_count_difference,Y31,S.cheesmaniae,LA0932,control,rep3,2517352
20183,Green_pixel_count_final,Y31,S.cheesmaniae,LA0932,control,rep3,2803045
20184,Green_pixel_count_initial,Y31,S.cheesmaniae,LA0932,control,rep3,285693
20185,Leaf_area,Y31,S.cheesmaniae,LA0932,control,rep3,23.8891
20186,Leaf_dry_mass,Y31,S.cheesmaniae,LA0932,control,rep3,25.35
20187,Leaf_fresh_mass,Y31,S.cheesmaniae,LA0932,control,rep3,249.07
20188,Leaf_elongation,Y31,S.cheesmaniae,LA0932,control,rep3,0.6701
20189,Leaf_horizontal_width,Y31,S.cheesmaniae,LA0932,control,rep3,6.2253
20190,Leaf_perimeter,Y31,S.cheesmaniae,LA0932,control,rep3,57.1964
20191,Leaf_succulence,Y31,S.cheesmaniae,LA0932,control,rep3,9.364940496
20192,Leaf_vertical_length,Y31,S.cheesmaniae,LA0932,control,rep3,9.2904
20193,Leaf_K_concentration,Y31,S.cheesmaniae,LA0932,control,rep3,134.7666726
20194,Leaf_Na_concentration,Y31,S.cheesmaniae,LA0932,control,rep3,13.58841409
20195,Root_dry_mass,Y31,S.cheesmaniae,LA0932,control,rep3,10.41
20196,Root_fresh_mass,Y31,S.cheesmaniae,LA0932,control,rep3,211.93
20197,Root_K_concentration,Y31,S.cheesmaniae,LA0932,control,rep3,76.17109964
20198,Root_length,Y31,S.cheesmaniae,LA0932,control,rep3,15
20199,Root_Na_concentration,Y31,S.cheesmaniae,LA0932,control,rep3,12.57939659
20200,Shoot_dry_mass,Y31,S.cheesmaniae,LA0932,control,rep3,75.88
20201,Shoot_fresh_mass,Y31,S.cheesmaniae,LA0932,control,rep3,1256.2
20202,Stem_length,Y31,S.cheesmaniae,LA0932,control,rep3,6.8
20203,Stem_thickness,Y31,S.cheesmaniae,LA0932,control,rep3,2.68
20204,Plant_dry_mass,Y31,S.cheesmaniae,LA0932,control,rep3,111.64
20205,Plant_fresh_mass,Y31,S.cheesmaniae,LA0932,control,rep3,1468.13
20206,Water_content,Y31,S.cheesmaniae,LA0932,control,rep3,1356.49
20207,Green_pixel_count_difference,Y31,S.cheesmaniae,LA0932,salt,rep3,44993
20208,Green_pixel_count_final,Y31,S.cheesmaniae,LA0932,salt,rep3,373531
20209,Green_pixel_count_initial,Y31,S.cheesmaniae,LA0932,salt,rep3,328538
20210,Leaf_area,Y31,S.cheesmaniae,LA0932,salt,rep3,2.2086
20211,Leaf_dry_mass,Y31,S.cheesmaniae,LA0932,salt,rep3,2.36
20212,Leaf_fresh_mass,Y31,S.cheesmaniae,LA0932,salt,rep3,20.27
20213,Leaf_elongation,Y31,S.cheesmaniae,LA0932,salt,rep3,0.674
20214,Leaf_horizontal_width,Y31,S.cheesmaniae,LA0932,salt,rep3,1.939
20215,Leaf_perimeter,Y31,S.cheesmaniae,LA0932,salt,rep3,12.7988
20216,Leaf_succulence,Y31,S.cheesmaniae,LA0932,salt,rep3,8.109209454
20217,Leaf_vertical_length,Y31,S.cheesmaniae,LA0932,salt,rep3,2.8768
20218,Leaf_K_concentration,Y31,S.cheesmaniae,LA0932,salt,rep3,116.4154104
20219,Leaf_Na_concentration,Y31,S.cheesmaniae,LA0932,salt,rep3,215.2428811
20220,Root_dry_mass,Y31,S.cheesmaniae,LA0932,salt,rep3,3.2
20221,Root_fresh_mass,Y31,S.cheesmaniae,LA0932,salt,rep3,47.24
20222,Root_K_concentration,Y31,S.cheesmaniae,LA0932,salt,rep3,39.73660309
20223,Root_length,Y31,S.cheesmaniae,LA0932,salt,rep3,14.4
20224,Root_Na_concentration,Y31,S.cheesmaniae,LA0932,salt,rep3,218.551317
20225,Shoot_dry_mass,Y31,S.cheesmaniae,LA0932,salt,rep3,16.89
20226,Shoot_fresh_mass,Y31,S.cheesmaniae,LA0932,salt,rep3,219.88
20227,Stem_length,Y31,S.cheesmaniae,LA0932,salt,rep3,3.7
20228,Stem_thickness,Y31,S.cheesmaniae,LA0932,salt,rep3,1.49
20229,Plant_dry_mass,Y31,S.cheesmaniae,LA0932,salt,rep3,22.45
20230,Plant_fresh_mass,Y31,S.cheesmaniae,LA0932,salt,rep3,267.12
20231,Water_content,Y31,S.cheesmaniae,LA0932,salt,rep3,244.67
20232,Water_concentration,Y31,S.cheesmaniae,LA0932,salt,rep3,0.915955376
20233,Green_pixel_count_initial,Y31,S.cheesmaniae,LA0932,T0,rep3,309787
20234,Root_dry_mass,Y31,S.cheesmaniae,LA0932,T0,rep3,1.24
20235,Root_fresh_mass,Y31,S.cheesmaniae,LA0932,T0,rep3,24.69
20236,Root_length,Y31,S.cheesmaniae,LA0932,T0,rep3,11
20237,Shoot_dry_mass,Y31,S.cheesmaniae,LA0932,T0,rep3,8.72
20238,Shoot_fresh_mass,Y31,S.cheesmaniae,LA0932,T0,rep3,133.63
20239,Stem_length,Y31,S.cheesmaniae,LA0932,T0,rep3,2.5
20240,Stem_thickness,Y31,S.cheesmaniae,LA0932,T0,rep3,0.94
20241,Plant_dry_mass,Y31,S.cheesmaniae,LA0932,T0,rep3,9.96
20242,Plant_fresh_mass,Y31,S.cheesmaniae,LA0932,T0,rep3,158.32
20243,Water_content,Y31,S.cheesmaniae,LA0932,T0,rep3,148.36
20244,Water_concentration,Y31,S.cheesmaniae,LA0932,T0,rep3,0.937089439
20245,Green_pixel_count_difference,Y32,S.cheesmaniae,LA1035,control,rep3,3089059
20246,Green_pixel_count_final,Y32,S.cheesmaniae,LA1035,control,rep3,3328107
20247,Green_pixel_count_initial,Y32,S.cheesmaniae,LA1035,control,rep3,239048
20248,Leaf_area,Y32,S.cheesmaniae,LA1035,control,rep3,26.644
20249,Leaf_dry_mass,Y32,S.cheesmaniae,LA1035,control,rep3,25.78
20250,Leaf_fresh_mass,Y32,S.cheesmaniae,LA1035,control,rep3,320.52
20251,Leaf_elongation,Y32,S.cheesmaniae,LA1035,control,rep3,0.7241
20252,Leaf_horizontal_width,Y32,S.cheesmaniae,LA1035,control,rep3,7.6711
20253,Leaf_perimeter,Y32,S.cheesmaniae,LA1035,control,rep3,66.4993
20254,Leaf_succulence,Y32,S.cheesmaniae,LA1035,control,rep3,11.06215283
20255,Leaf_vertical_length,Y32,S.cheesmaniae,LA1035,control,rep3,10.5934
20256,Leaf_K_concentration,Y32,S.cheesmaniae,LA1035,control,rep3,103.8203162
20257,Leaf_Na_concentration,Y32,S.cheesmaniae,LA1035,control,rep3,9.482934111
20258,Root_dry_mass,Y32,S.cheesmaniae,LA1035,control,rep3,17.51
20259,Root_fresh_mass,Y32,S.cheesmaniae,LA1035,control,rep3,522.84
20260,Root_K_concentration,Y32,S.cheesmaniae,LA1035,control,rep3,50.16523856
20261,Root_length,Y32,S.cheesmaniae,LA1035,control,rep3,26.4
20262,Root_Na_concentration,Y32,S.cheesmaniae,LA1035,control,rep3,8.994122653
20263,Shoot_dry_mass,Y32,S.cheesmaniae,LA1035,control,rep3,63.22
20264,Shoot_fresh_mass,Y32,S.cheesmaniae,LA1035,control,rep3,1902.6
20265,Stem_length,Y32,S.cheesmaniae,LA1035,control,rep3,6.5
20266,Stem_thickness,Y32,S.cheesmaniae,LA1035,control,rep3,3.09
20267,Plant_dry_mass,Y32,S.cheesmaniae,LA1035,control,rep3,106.51
20268,Plant_fresh_mass,Y32,S.cheesmaniae,LA1035,control,rep3,2425.44
20269,Water_content,Y32,S.cheesmaniae,LA1035,control,rep3,2318.93
20270,Water_concentration,Y32,S.cheesmaniae,LA1035,control,rep3,0.956086318
20271,Green_pixel_count_difference,Y32,S.cheesmaniae,LA1035,salt,rep3,168815
20272,Green_pixel_count_final,Y32,S.cheesmaniae,LA1035,salt,rep3,430557
20273,Green_pixel_count_initial,Y32,S.cheesmaniae,LA1035,salt,rep3,261742
20274,Leaf_area,Y32,S.cheesmaniae,LA1035,salt,rep3,1.7155
20275,Leaf_dry_mass,Y32,S.cheesmaniae,LA1035,salt,rep3,1.66
20276,Leaf_fresh_mass,Y32,S.cheesmaniae,LA1035,salt,rep3,15.62
20277,Leaf_elongation,Y32,S.cheesmaniae,LA1035,salt,rep3,0.691
20278,Leaf_horizontal_width,Y32,S.cheesmaniae,LA1035,salt,rep3,1.6839
20279,Leaf_perimeter,Y32,S.cheesmaniae,LA1035,salt,rep3,8.9922
20280,Leaf_succulence,Y32,S.cheesmaniae,LA1035,salt,rep3,8.137569222
20281,Leaf_vertical_length,Y32,S.cheesmaniae,LA1035,salt,rep3,2.4368
20282,Leaf_K_concentration,Y32,S.cheesmaniae,LA1035,salt,rep3,87.39255014
20283,Leaf_Na_concentration,Y32,S.cheesmaniae,LA1035,salt,rep3,341.6905444
20284,Root_dry_mass,Y32,S.cheesmaniae,LA1035,salt,rep3,2.24
20285,Root_fresh_mass,Y32,S.cheesmaniae,LA1035,salt,rep3,26.56
20286,Root_length,Y32,S.cheesmaniae,LA1035,salt,rep3,14.5
20287,Root_Na_concentration,Y32,S.cheesmaniae,LA1035,salt,rep3,281.6611842
20288,Shoot_dry_mass,Y32,S.cheesmaniae,LA1035,salt,rep3,16.78
20289,Shoot_fresh_mass,Y32,S.cheesmaniae,LA1035,salt,rep3,201.53
20290,Stem_length,Y32,S.cheesmaniae,LA1035,salt,rep3,3
20291,Stem_thickness,Y32,S.cheesmaniae,LA1035,salt,rep3,1.36
20292,Plant_dry_mass,Y32,S.cheesmaniae,LA1035,salt,rep3,20.68
20293,Plant_fresh_mass,Y32,S.cheesmaniae,LA1035,salt,rep3,228.09
20294,Water_content,Y32,S.cheesmaniae,LA1035,salt,rep3,207.41
20295,Water_concentration,Y32,S.cheesmaniae,LA1035,salt,rep3,0.909334035
20296,Green_pixel_count_initial,Y32,S.cheesmaniae,LA1035,T0,rep3,229992
20297,Root_dry_mass,Y32,S.cheesmaniae,LA1035,T0,rep3,0.68
20298,Root_fresh_mass,Y32,S.cheesmaniae,LA1035,T0,rep3,21.56
20299,Root_length,Y32,S.cheesmaniae,LA1035,T0,rep3,11.3
20300,Shoot_dry_mass,Y32,S.cheesmaniae,LA1035,T0,rep3,5.67
20301,Shoot_fresh_mass,Y32,S.cheesmaniae,LA1035,T0,rep3,91
20302,Stem_length,Y32,S.cheesmaniae,LA1035,T0,rep3,2.6
20303,Stem_thickness,Y32,S.cheesmaniae,LA1035,T0,rep3,0.81
20304,Plant_dry_mass,Y32,S.cheesmaniae,LA1035,T0,rep3,6.35
20305,Plant_fresh_mass,Y32,S.cheesmaniae,LA1035,T0,rep3,112.56
20306,Water_content,Y32,S.cheesmaniae,LA1035,T0,rep3,106.21
20307,Water_concentration,Y32,S.cheesmaniae,LA1035,T0,rep3,0.943585643
20308,Green_pixel_count_difference,Y34,S.cheesmaniae,LA1037,control,rep3,4595865
20309,Green_pixel_count_final,Y34,S.cheesmaniae,LA1037,control,rep3,4971628
20310,Green_pixel_count_initial,Y34,S.cheesmaniae,LA1037,control,rep3,375763
20311,Leaf_area,Y34,S.cheesmaniae,LA1037,control,rep3,26.1728
20312,Leaf_dry_mass,Y34,S.cheesmaniae,LA1037,control,rep3,29.36
20313,Leaf_fresh_mass,Y34,S.cheesmaniae,LA1037,control,rep3,273.49
20314,Leaf_elongation,Y34,S.cheesmaniae,LA1037,control,rep3,0.6077
20315,Leaf_horizontal_width,Y34,S.cheesmaniae,LA1037,control,rep3,6.2423
20316,Leaf_perimeter,Y34,S.cheesmaniae,LA1037,control,rep3,64.8873
20317,Leaf_succulence,Y34,S.cheesmaniae,LA1037,control,rep3,9.32762257
20318,Leaf_vertical_length,Y34,S.cheesmaniae,LA1037,control,rep3,10.2719
20319,Leaf_K_concentration,Y34,S.cheesmaniae,LA1037,control,rep3,84.58608119
20320,Root_dry_mass,Y34,S.cheesmaniae,LA1037,control,rep3,14.22
20321,Root_fresh_mass,Y34,S.cheesmaniae,LA1037,control,rep3,293.35
20322,Root_K_concentration,Y34,S.cheesmaniae,LA1037,control,rep3,60.18700964
20323,Root_length,Y34,S.cheesmaniae,LA1037,control,rep3,18.5
20324,Root_Na_concentration,Y34,S.cheesmaniae,LA1037,control,rep3,11.66123312
20325,Shoot_dry_mass,Y34,S.cheesmaniae,LA1037,control,rep3,106.78
20326,Shoot_fresh_mass,Y34,S.cheesmaniae,LA1037,control,rep3,1859.45
20327,Stem_length,Y34,S.cheesmaniae,LA1037,control,rep3,7.5
20328,Stem_thickness,Y34,S.cheesmaniae,LA1037,control,rep3,2.77
20329,Plant_dry_mass,Y34,S.cheesmaniae,LA1037,control,rep3,150.36
20330,Plant_fresh_mass,Y34,S.cheesmaniae,LA1037,control,rep3,2152.8
20331,Water_content,Y34,S.cheesmaniae,LA1037,control,rep3,2002.44
20332,Water_concentration,Y34,S.cheesmaniae,LA1037,control,rep3,0.930156076
20333,Green_pixel_count_difference,Y34,S.cheesmaniae,LA1037,salt,rep3,317173
20334,Green_pixel_count_final,Y34,S.cheesmaniae,LA1037,salt,rep3,720116
20335,Green_pixel_count_initial,Y34,S.cheesmaniae,LA1037,salt,rep3,402943
20336,Leaf_area,Y34,S.cheesmaniae,LA1037,salt,rep3,2.3637
20337,Leaf_dry_mass,Y34,S.cheesmaniae,LA1037,salt,rep3,2.85
20338,Leaf_fresh_mass,Y34,S.cheesmaniae,LA1037,salt,rep3,20.17
20339,Leaf_elongation,Y34,S.cheesmaniae,LA1037,salt,rep3,0.5584
20340,Leaf_horizontal_width,Y34,S.cheesmaniae,LA1037,salt,rep3,1.6159
20341,Leaf_perimeter,Y34,S.cheesmaniae,LA1037,salt,rep3,13.1095
20342,Leaf_succulence,Y34,S.cheesmaniae,LA1037,salt,rep3,7.327495029
20343,Leaf_vertical_length,Y34,S.cheesmaniae,LA1037,salt,rep3,2.8937
20344,Leaf_K_concentration,Y34,S.cheesmaniae,LA1037,salt,rep3,116.3394919
20345,Leaf_Na_concentration,Y34,S.cheesmaniae,LA1037,salt,rep3,178.4064665
20346,Root_dry_mass,Y34,S.cheesmaniae,LA1037,salt,rep3,4.53
20347,Root_fresh_mass,Y34,S.cheesmaniae,LA1037,salt,rep3,61.03
20348,Root_K_concentration,Y34,S.cheesmaniae,LA1037,salt,rep3,57.52212389
20349,Root_length,Y34,S.cheesmaniae,LA1037,salt,rep3,15.1
20350,Root_Na_concentration,Y34,S.cheesmaniae,LA1037,salt,rep3,191.5929204
20351,Shoot_dry_mass,Y34,S.cheesmaniae,LA1037,salt,rep3,23.93
20352,Shoot_fresh_mass,Y34,S.cheesmaniae,LA1037,salt,rep3,327
20353,Stem_length,Y34,S.cheesmaniae,LA1037,salt,rep3,4.6
20354,Stem_thickness,Y34,S.cheesmaniae,LA1037,salt,rep3,1.56
20355,Plant_dry_mass,Y34,S.cheesmaniae,LA1037,salt,rep3,31.31
20356,Plant_fresh_mass,Y34,S.cheesmaniae,LA1037,salt,rep3,388.03
20357,Water_content,Y34,S.cheesmaniae,LA1037,salt,rep3,356.72
20358,Water_concentration,Y34,S.cheesmaniae,LA1037,salt,rep3,0.919310363
20359,Root_dry_mass,Y34,S.cheesmaniae,LA1037,T0,rep3,0.86
20360,Root_length,Y34,S.cheesmaniae,LA1037,T0,rep3,9.7
20361,Shoot_dry_mass,Y34,S.cheesmaniae,LA1037,T0,rep3,7.9
20362,Shoot_fresh_mass,Y34,S.cheesmaniae,LA1037,T0,rep3,120.01
20363,Stem_length,Y34,S.cheesmaniae,LA1037,T0,rep3,3.7
20364,Stem_thickness,Y34,S.cheesmaniae,LA1037,T0,rep3,1
20365,Plant_dry_mass,Y34,S.cheesmaniae,LA1037,T0,rep3,8.76
20366,Plant_fresh_mass,Y34,S.cheesmaniae,LA1037,T0,rep3,138.96
20367,Water_content,Y34,S.cheesmaniae,LA1037,T0,rep3,130.2
20368,Water_concentration,Y34,S.cheesmaniae,LA1037,T0,rep3,0.936960276
20369,Green_pixel_count_difference,Y35,S.cheesmaniae,LA1039,control,rep3,2124254
20370,Green_pixel_count_final,Y35,S.cheesmaniae,LA1039,control,rep3,2390205
20371,Green_pixel_count_initial,Y35,S.cheesmaniae,LA1039,control,rep3,265951
20372,Leaf_area,Y35,S.cheesmaniae,LA1039,control,rep3,14.0158
20373,Leaf_dry_mass,Y35,S.cheesmaniae,LA1039,control,rep3,15.4
20374,Leaf_fresh_mass,Y35,S.cheesmaniae,LA1039,control,rep3,163.37
20375,Leaf_elongation,Y35,S.cheesmaniae,LA1039,control,rep3,0.6162
20376,Leaf_horizontal_width,Y35,S.cheesmaniae,LA1039,control,rep3,4.7966
20377,Leaf_perimeter,Y35,S.cheesmaniae,LA1039,control,rep3,48.7092
20378,Leaf_succulence,Y35,S.cheesmaniae,LA1039,control,rep3,10.55737097
20379,Leaf_vertical_length,Y35,S.cheesmaniae,LA1039,control,rep3,7.7843
20380,Leaf_K_concentration,Y35,S.cheesmaniae,LA1039,control,rep3,107.1163074
20381,Leaf_Na_concentration,Y35,S.cheesmaniae,LA1039,control,rep3,4.325201054
20382,Root_dry_mass,Y35,S.cheesmaniae,LA1039,control,rep3,9.75
20383,Root_fresh_mass,Y35,S.cheesmaniae,LA1039,control,rep3,189.26
20384,Root_K_concentration,Y35,S.cheesmaniae,LA1039,control,rep3,50.97209069
20385,Root_length,Y35,S.cheesmaniae,LA1039,control,rep3,14.5
20386,Root_Na_concentration,Y35,S.cheesmaniae,LA1039,control,rep3,12.28343825
20387,Shoot_dry_mass,Y35,S.cheesmaniae,LA1039,control,rep3,73.98
20388,Shoot_fresh_mass,Y35,S.cheesmaniae,LA1039,control,rep3,1414.51
20389,Stem_length,Y35,S.cheesmaniae,LA1039,control,rep3,6
20390,Stem_thickness,Y35,S.cheesmaniae,LA1039,control,rep3,2.56
20391,Plant_dry_mass,Y35,S.cheesmaniae,LA1039,control,rep3,99.13
20392,Plant_fresh_mass,Y35,S.cheesmaniae,LA1039,control,rep3,1603.77
20393,Water_content,Y35,S.cheesmaniae,LA1039,control,rep3,1504.64
20394,Water_concentration,Y35,S.cheesmaniae,LA1039,control,rep3,0.938189391
20395,Green_pixel_count_difference,Y35,S.cheesmaniae,LA1039,salt,rep3,1075675
20396,Green_pixel_count_final,Y35,S.cheesmaniae,LA1039,salt,rep3,1435702
20397,Green_pixel_count_initial,Y35,S.cheesmaniae,LA1039,salt,rep3,360027
