Trait,AccessionNumber,AccessionName,rep1,rep2,rep3,rep4,rep5,rep6
LeafPerimeter,Y30,LA0930,NA,NA,NA,NA,NA,NA
LeafVertLength,Y30,LA0930,NA,NA,NA,NA,NA,NA
LeafHorizWidth,Y30,LA0930,NA,NA,NA,NA,NA,NA
LeafElongationFactor,Y30,LA0930,NA,NA,NA,NA,NA,NA
DG,Y31,LA0932,3,3,3,3,3,3
DL4,Y31,LA0932,12,13,13,13,14,14
DH,Y31,LA0932,NA,11,11,11,11,11
LN,Y31,LA0932,0.333333333,0.333333333,0.666666667,0.333333333,0.25,0.666666667
RL,Y31,LA0932,0.14159292,0.688172043,0.85,0.426086957,0.220588235,0.333333333
SL,Y31,LA0932,0.206349206,0.215686275,NA,NA,0.196078431,0.222222222
ST,Y31,LA0932,NA,0.347593583,0.316091954,0.360248447,0.392857143,0.243902439
RFM,Y31,LA0932,0.050992792,0.261745789,0.120433668,0.18605914,0.095392574,0.123215357
SFM,Y31,LA0932,0.065002597,NA,0.076832625,0.059745665,0.048251082,0.065638095
TFM,Y31,LA0932,0.062542351,NA,0.083065483,0.074953492,0.054745297,0.073364855
RDM,Y31,LA0932,0.146359584,0.368064953,0.213740458,0.233791749,0.154455446,0.264659271
SDM,Y31,LA0932,0.157458564,0.179379715,0.121649792,0.133572513,0.122819663,0.161430834
TDM,Y31,LA0932,0.140839802,0.212638376,0.122836349,0.147219902,0.135930048,0.18250472
WC,Y31,LA0932,0.058393907,NA,0.079718242,0.070009779,0.049491709,0.066436081
WCn,Y31,LA0932,-1.876862363,-9.583032086,1.609386517,5.536673773,-10.33696404,-8.637520273
GPI,Y31,LA0932,1.06758824,1.371662334,1.149968673,1.54771184,1.311237254,1.159958911
GPF,Y31,LA0932,0.071751239,0.113316862,0.133259009,0.05599521,0.080404231,0.124587017
dGP,Y31,LA0932,-0.006320361,0.003017863,0.017873146,-0.034789784,-0.052758039,0.011558336
L4FM,Y31,LA0932,0.070089454,0.334993515,0.081382744,0.155538312,0.168451801,0.185255648
L4DM,Y31,LA0932,0.091535034,0.255081301,0.093096647,0.151515152,0.17005196,0.207002188
L4A,Y31,LA0932,0.073972318,0.247243062,0.092452206,0.115187426,0.140315906,0.222616662
RNa,Y31,LA0932,16.5614981,14.86734307,17.37375203,18.1431846,22.27434604,20.18617829
RK,Y31,LA0932,0.730071105,1.144037188,0.521675587,0.649320007,0.873968493,1.309280259
LNa,Y31,LA0932,21.66843863,23.52651059,15.84017676,37.50891815,53.78454243,26.95127464
LK,Y31,LA0932,0.719838215,0.319447438,0.863829374,0.341477171,0.522743164,0.545123041
LeafSucculence,Y31,LA0932,0.920708397,1.391668698,0.865911477,1.354071208,1.199493416,0.822445169
LeafPerimeter,Y31,LA0932,0.157618725,0.329620487,0.223769328,0.174534406,0.198268581,0.335323637
LeafVertLength,Y31,LA0932,0.240741585,0.463216635,0.309652975,0.259576878,0.277674501,0.409257234
LeafHorizWidth,Y31,LA0932,0.248139935,0.460270928,0.311470933,0.368428381,0.30908605,0.45055158
LeafElongationFactor,Y31,LA0932,1.030715086,0.993556348,1.005820027,NA,1.113226969,1.100921659
DG,Y32,LA1035,3,3,3,3,3,3
DL4,Y32,LA1035,12,12,12,12,12,NA
DH,Y32,LA1035,11,11,11,11,11,11
LN,Y32,LA1035,0.333333333,NA,0.333333333,0.333333333,0.333333333,0.333333333
RL,Y32,LA1035,1.345454545,0.453333333,0.21192053,0.394957983,0.433962264,1.079545455
SL,Y32,LA1035,NA,0.06779661,0.102564103,0.045454545,0.145454545,0.170731707
ST,Y32,LA1035,0.313364055,0.142857143,0.24122807,NA,0.16,0.243119266
RFM,Y32,LA1035,0.049280312,0.0293308,0.009974465,0.090048437,0.072966397,0.111954683
SFM,Y32,LA1035,0.07429998,0.043864211,0.061012365,0.096986105,0.103344842,0.075858883
TFM,Y32,LA1035,0.068581404,0.040408743,0.049950711,0.095674613,0.098308166,0.080921093
RDM,Y32,LA1035,0.164689463,0.13866878,0.092691622,0.166445623,0.25,0.247826087
SDM,Y32,LA1035,0.192482083,0.099557522,0.193049522,0.236131387,0.228120301,0.1574749
TDM,Y32,LA1035,0.153641777,0.106087136,0.143071086,0.19076087,0.206474012,0.177933321
WC,Y32,LA1035,0.064403485,0.037331905,0.045735565,0.090894686,0.092614095,0.074739591
WCn,Y32,LA1035,-2.332593502,-2.125037207,-2.739980681,-1.911610917,-2.849567787,NA
GPI,Y32,LA1035,1.112939678,1.041253411,1.094934908,1.138136525,1.166386113,NA
GPF,Y32,LA1035,0.115406784,0.083838125,0.129369939,0.2195048,0.225515365,0.126548481
dGP,Y32,LA1035,0.039606448,0.008035909,0.054649328,0.140303714,0.124146566,0.020683951
L4FM,Y32,LA1035,0.057138404,0.042794304,0.048733308,0.053990438,0.062233188,NA
L4DM,Y32,LA1035,0.047258979,0.106182161,0.064391001,0.094936709,0.114959115,NA
L4A,Y32,LA1035,0.072778504,0.050550422,0.064385978,0.069165345,0.076265187,NA
RNa,Y32,LA1035,23.57736916,25.50797505,31.31613778,NA,21.50013926,21.51293438
RK,Y32,LA1035,2.369589249,1.514572791,1.430306061,0.498149358,1.532865484,0.731797543
LNa,Y32,LA1035,21.40737065,22.11913397,36.03215423,27.64262116,39.73790056,30.06971886
LK,Y32,LA1035,1.01533661,1.069650869,0.841767328,1.235639479,1.189226258,0.455048626
LeafSucculence,Y32,LA1035,0.797298051,0.739021212,0.735622563,0.728172771,0.754728083,NA
LeafPerimeter,Y32,LA1035,0.123191934,0.124581874,0.135222476,0.135883035,0.165774313,NA
LeafVertLength,Y32,LA1035,0.232519084,NA,0.230030019,0.234694083,0.234730232,NA
LeafHorizWidth,Y32,LA1035,0.232017897,NA,0.219512195,0.25067415,0.224633256,NA
LeafElongationFactor,Y32,LA1035,0.99772175,NA,0.954288082,1.068018721,0.956950673,1.154248953
DG,Y34,LA1037,3,3,3,3,3,3
DL4,Y34,LA1037,13,13,13,14,14,14
DH,Y34,LA1037,11,11,11,11,11,11
LN,Y34,LA1037,0.333333333,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667
RL,Y34,LA1037,0.632,1.257142857,0.613636364,1.043010753,0.32,1
SL,Y34,LA1037,0.236842105,0.204545455,0.236842105,0.428571429,0.295454545,0.485714286
ST,Y34,LA1037,0.368421053,NA,0.316384181,0.492385787,0.331288344,0.412429379
RFM,Y34,LA1037,0.220555962,0.234347365,0.15335277,0.310540519,0.157723388,0.18135724
SFM,Y34,LA1037,0.124281572,0.159366185,0.118998068,NA,0.157115646,0.10442486
TFM,Y34,LA1037,0.136241323,0.166214368,0.12367914,NA,0.157211486,0.113825957
RDM,Y34,LA1037,0.36,0.383116883,0.274700599,0.449304175,0.314837905,0.316348195
SDM,Y34,LA1037,0.187713687,0.245897903,0.162115696,0.332736654,0.26820098,0.210057354
TDM,Y34,LA1037,0.180799515,0.231657115,0.159251412,0.338846637,0.280053463,0.225574605
WC,Y34,LA1037,0.13305782,0.161536731,0.120988762,NA,0.149605954,0.106696789
WCn,Y34,LA1037,4.421134166,3.113868554,2.593973281,-4.490084528,-11.68389244,-8.502138371
GPI,Y34,LA1037,1.161115953,1.210911531,1.072332827,1.047542652,0.946076028,1.307805145
GPF,Y34,LA1037,0.160724291,0.157139847,0.144845109,0.358894132,0.333663027,0.230318403
dGP,Y34,LA1037,0.073392178,0.06924869,0.069012689,0.229258934,0.206394451,0.051888728
L4FM,Y34,LA1037,0.063275261,0.082411633,0.073750411,0.209944341,0.244427597,0.211217234
L4DM,Y34,LA1037,0.086365182,0.117948718,0.097070845,0.29601892,0.300684346,0.236238532
L4A,Y34,LA1037,0.0777499,0.086007637,0.090311316,0.263959635,0.290167788,0.266917193
RNa,Y34,LA1037,15.67267022,13.25433702,16.42990226,13.24589105,17.37635488,NA
RK,Y34,LA1037,0.938643991,NA,0.955723241,1.005300271,0.956181444,NA
LNa,Y34,LA1037,14.166797,41.68144052,29.83176073,20.06750116,21.37080512,25.29286438
LK,Y34,LA1037,1.159401969,0.873238299,1.375397586,0.871357109,0.861534567,0.753968366
LeafSucculence,Y34,LA1037,0.779923837,NA,0.785569418,0.761478049,0.823512586,0.781854526
LeafPerimeter,Y34,LA1037,0.171108952,0.155865674,0.202034913,0.339251657,0.323001174,0.28632113
LeafVertLength,Y34,LA1037,0.279114007,0.247194741,0.281710297,0.443283659,0.417741305,0.416666667
LeafHorizWidth,Y34,LA1037,0.259161216,0.258973393,0.258862919,0.506366087,0.530899062,0.518632803
LeafElongationFactor,Y34,LA1037,0.92851711,1.047679593,0.918874445,1.142338417,1.271010224,1.244731105
DG,Y35,LA1039,5,5,5,5,5,5
DL4,Y35,LA1039,NA,12,12,12,12,12
DH,Y35,LA1039,11,11,11,11,11,11
LN,Y35,LA1039,NA,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667
RL,Y35,LA1039,1,1.061728395,0.666666667,0.623376623,NA,2.523809524
SL,Y35,LA1039,0.333333333,0.444444444,0.75,0.416666667,0.5625,0.256410256
ST,Y35,LA1039,0.507692308,0.443298969,0.670731707,0.654929577,0.622516556,0.518518519
RFM,Y35,LA1039,NA,NA,0.387341168,NA,0.38811331,0.36620538
SFM,Y35,LA1039,NA,0.356150897,0.385329894,0.412129786,0.407429655,0.333080509
TFM,Y35,LA1039,NA,0.348610683,0.385562264,0.41640186,0.405258628,0.336937615
RDM,Y35,LA1039,NA,0.610588235,0.605386417,0.747519294,0.662011173,0.592760181
SDM,Y35,LA1039,0.207865805,0.420057216,0.444478528,0.491345526,0.491841492,0.315435406
TDM,Y35,LA1039,0.20051135,0.451824903,0.46578416,0.524569016,0.490677966,0.350615869
WC,Y35,LA1039,NA,0.342061169,0.380311063,0.409163325,0.39952369,0.335766602
WCn,Y35,LA1039,0.52939186,-1.570830563,-1.961866453,NA,NA,1.015736347
GPI,Y35,LA1039,1.27692533,1.21019556,1.353734335,1.362616954,1.285576482,1.1361769
GPF,Y35,LA1039,NA,0.516930863,0.600660613,0.657298059,0.644039404,0.526803587
dGP,Y35,LA1039,NA,0.425495782,0.506377768,0.52265138,0.55496116,0.433556887
L4FM,Y35,LA1039,NA,0.4611096,0.442798555,0.457498779,0.520073957,0.335351517
L4DM,Y35,LA1039,NA,0.498912255,0.478571429,0.52540107,0.406371912,0.394366197
L4A,Y35,LA1039,NA,0.499322593,0.531278985,0.545823472,0.409021787,0.407656172
RNa,Y35,LA1039,NA,18.02442928,17.99700532,21.45508446,20.59894418,16.8048498
RK,Y35,LA1039,0.422072027,1.050997898,1.109631539,0.886226878,1.130471316,0.691663025
LNa,Y35,LA1039,23.37493156,45.93190023,65.97669598,35.89752398,35.74627379,67.02990144
LK,Y35,LA1039,0.864219625,0.725564154,0.586980402,0.539387389,0.434420043,0.817373823
LeafSucculence,Y35,LA1039,0.880695812,0.915637698,0.826449945,0.825673622,NA,0.807997366
LeafPerimeter,Y35,LA1039,0.256764131,0.541769104,0.557017976,0.624788456,0.407085642,0.463596058
LeafVertLength,Y35,LA1039,NA,0.592218549,0.619567591,0.660757338,0.509769976,0.534748682
LeafHorizWidth,Y35,LA1039,0.333333333,0.815598549,0.758850019,0.793713769,0.590366566,0.614144202
LeafElongationFactor,Y35,LA1039,1.051085959,NA,1.224764687,1.201129589,1.158023934,1.148467274
DG,Y36,LA1040,3,3,3,3,3,3
DL4,Y36,LA1040,10,10,10,10,10,NA
DH,Y36,LA1040,11,11,11,11,11,11
LN,Y36,LA1040,1,0.666666667,1,1,0.75,0.75
RL,Y36,LA1040,0.261682243,NA,0.65,0.24137931,0.414893617,0.125874126
SL,Y36,LA1040,0.553571429,0.355932203,0.421052632,0.472727273,0.350649351,0.365079365
ST,Y36,LA1040,0.572864322,0.632124352,0.437810945,0.462882096,0.443983402,0.411504425
RFM,Y36,LA1040,0.210981086,0.134370726,0.203762191,0.168916199,0.189528951,0.250182736
SFM,Y36,LA1040,0.266824997,0.231922322,0.239672497,0.28057706,NA,0.245189665
TFM,Y36,LA1040,0.256975195,0.210473159,0.233331086,0.257359341,0.174844055,0.24583741
RDM,Y36,LA1040,0.275700935,NA,0.306886228,0.278857837,0.266580811,NA
SDM,Y36,LA1040,0.310741249,0.246119734,0.268794697,0.302063185,0.223704076,0.342977772
TDM,Y36,LA1040,0.286114535,0.213229898,0.254107585,0.281365606,0.223219733,0.331494058
WC,Y36,LA1040,0.255326837,0.210315413,0.232134408,0.256021488,0.172387696,0.241255614
WCn,Y36,LA1040,0.129308492,0.810212703,-1.368653694,0.4848225,-0.584117026,-1.646337298
GPI,Y36,LA1040,1.108479608,1.150740042,1.11132796,1.23209053,NA,1.160274535
GPF,Y36,LA1040,0.457548149,0.276283274,0.284714269,0.386044199,0.30751977,0.321559127
dGP,Y36,LA1040,0.401979724,0.198128712,0.232727236,0.312632805,0.268934414,0.261763688
L4FM,Y36,LA1040,0.232438548,0.164192808,0.174050063,0.213762736,0.17008872,0.156263546
L4DM,Y36,LA1040,0.206011271,0.144646925,0.168959824,0.204220981,0.187119675,0.217710583
L4A,Y36,LA1040,0.295493432,0.224204125,0.228877301,0.28447321,0.190036979,0.178457954
RNa,Y36,LA1040,13.27612928,20.62150141,18.88704334,20.85857391,11.05601949,17.42730072
RK,Y36,LA1040,0.955622999,1.100322694,0.80330658,0.762210854,1.089081252,1.385828502
LNa,Y36,LA1040,32.3305157,NA,31.56233661,43.43845652,21.04184902,25.34171735
LK,Y36,LA1040,0.487342564,0.601989882,0.408920178,0.445355003,0.495537725,0.580888234
LeafSucculence,Y36,LA1040,0.794613499,0.74091299,0.76243277,0.754449024,0.888137691,0.84904702
LeafPerimeter,Y36,LA1040,0.309680854,0.291683946,0.321670862,0.395145226,0.221063093,0.235102414
LeafVertLength,Y36,LA1040,0.40435235,0.387165013,0.439426297,0.443271964,0.364975434,0.398601182
LeafHorizWidth,Y36,LA1040,0.5,0.592302822,0.461759264,0.605639051,0.419936733,0.470725727
LeafElongationFactor,Y36,LA1040,1.23655914,1.529897718,1.050876443,1.366183092,1.150606254,1.180846634
DG,Y37,LA1041,8,8,8,8,8,8
DL4,Y37,LA1041,13,14,17,19,19,20
DH,Y37,LA1041,11,11,11,11,11,11
LN,Y37,LA1041,0.666666667,0.5,0.666666667,0.5,0.5,0.5
RL,Y37,LA1041,0.836538462,0.222222222,0.163934426,1.010638298,0.475728155,NA
SL,Y37,LA1041,NA,0.301886792,0.511627907,0.390243902,0.408163265,0.476190476
ST,Y37,LA1041,0.160583942,NA,0.388888889,0.373563218,0.382352941,0.128865979
RFM,Y37,LA1041,0.268696532,NA,0.409138829,0.344638904,0.283023938,0.247804209
SFM,Y37,LA1041,NA,0.113705342,0.296524076,0.285921054,0.271978157,0.220976253
TFM,Y37,LA1041,0.448448408,0.10415079,0.314429114,0.296677902,0.274095383,0.224906839
RDM,Y37,LA1041,0.315511163,0.114100817,0.610636901,0.643086817,0.49767682,-0.52931181
SDM,Y37,LA1041,0.493656286,0.14577429,0.448586891,0.388463013,0.330514049,0.320352782
TDM,Y37,LA1041,0.425587159,0.144611255,0.44377526,0.409632035,0.355953075,0.256965475
WC,Y37,LA1041,NA,0.101780363,0.306109446,0.289905794,0.268765062,0.22262703
WCn,Y37,LA1041,-0.035862805,-1.85336466,5.4380251,-5.921298328,NA,-4.933618017
GPI,Y37,LA1041,0.952674689,1.060831486,1.189742434,1.040156338,1.159344518,0.949867484
GPF,Y37,LA1041,NA,0.224573926,0.335648642,0.376249983,0.431678877,0.440964239
dGP,Y37,LA1041,0.520157109,0.148804046,0.216776284,0.273931363,0.330523986,0.356281023
L4FM,Y37,LA1041,0.329005168,NA,0.296092836,0.307236471,0.29429953,0.236033629
L4DM,Y37,LA1041,0.319311663,0.166130447,0.338007911,0.358754028,0.354612417,0.254685494
L4A,Y37,LA1041,0.381479711,0.171765311,0.271905485,0.318185436,0.286353174,0.220136519
RNa,Y37,LA1041,21.17433279,16.52024903,18.62154825,20.58906923,17.93670574,17.0994695
RK,Y37,LA1041,0.616991179,0.647078584,1.022392415,1.736947332,1.201895145,0.443244871
LNa,Y37,LA1041,15.816958,21.11528808,22.24025849,21.56774398,11.74108314,26.56966195
LK,Y37,LA1041,0.582871698,1.015388292,0.495016052,1.030475192,0.503728605,0.557140874
LeafSucculence,Y37,LA1041,0.865310719,0.687059803,1.073634984,0.950049825,1.005953846,1.062589336
LeafPerimeter,Y37,LA1041,0.461852979,0.308358079,0.345084074,0.398498498,0.372976351,0.308686849
LeafVertLength,Y37,LA1041,0.56209285,0.357432165,0.480575796,0.525450717,0.420469313,0.415546455
LeafHorizWidth,Y37,LA1041,0.607583397,0.363070843,0.625003533,0.587008416,0.42510457,0.469212238
LeafElongationFactor,Y37,LA1041,1.080924855,1.015726179,NA,1.117193524,1.010931559,1.129215254
DG,Y38,LA1042,5,5,5,5,5,5
DL4,Y38,LA1042,NA,13,13,13,13,NA
DH,Y38,LA1042,11,11,11,11,11,11
LN,Y38,LA1042,0.5,0.5,0.5,0.5,0.5,0.5
RL,Y38,LA1042,1.297029703,0.04,0.779411765,0.837209302,0.371621622,-0.033707865
SL,Y38,LA1042,0.153846154,0.204545455,0.228571429,0.260869565,0.107142857,0.3
ST,Y38,LA1042,0.268456376,0.321428571,0.337662338,0.273333333,0.182608696,0.201257862
RFM,Y38,LA1042,0.133847257,0.106927369,0.263582618,0.218342002,0.120593902,0.09451066
SFM,Y38,LA1042,0.108947195,0.125564151,NA,0.071385729,0.112481411,0.139741402
TFM,Y38,LA1042,0.112690405,0.122705065,NA,0.094356371,0.11376201,0.130992967
RDM,Y38,LA1042,0.226600985,0.213857998,0.322320709,0.27930683,0.310218978,0.214953271
SDM,Y38,LA1042,0.13671691,0.197493286,0.26456947,0.12639093,0.146251442,0.198031173
TDM,Y38,LA1042,0.13769523,0.199287382,NA,0.153343972,0.163514147,0.174958814
WC,Y38,LA1042,0.110985082,0.118106635,NA,0.090778707,0.110742108,0.128230081
WCn,Y38,LA1042,-9.368943603,-1.14323671,-1.837410861,-0.766888822,-1.831277362,-7.356161711
GPI,Y38,LA1042,0.640901817,0.821200979,0.856839525,1.042035514,1.013218112,1.15550906
GPF,Y38,LA1042,0.12309848,0.121300393,NA,0.121693249,0.12990789,0.169273463
dGP,Y38,LA1042,0.05538625,0.041664215,NA,-0.034275765,0.002584627,0.046974533
L4FM,Y38,LA1042,0.060444401,0.160908132,0.212474425,0.136805795,0.078227972,0.060279658
L4DM,Y38,LA1042,0.076604555,0.194223827,0.240327381,0.157528285,0.126612903,0.053736875
L4A,Y38,LA1042,0.070720439,0.126597889,0.208993188,0.104864493,0.061317364,0.055646888
RNa,Y38,LA1042,18.53145906,22.97955104,15.60420194,19.84653592,21.78022895,18.41221566
RK,Y38,LA1042,0.878100796,0.556714231,0.599260317,0.485547858,0.831934107,0.410217449
LNa,Y38,LA1042,38.92310676,25.13370412,22.9262136,56.04404725,37.12109276,23.15734575
LK,Y38,LA1042,0.952995044,0.746703226,0.553685095,0.831359931,1.214011756,0.685994026
LeafSucculence,Y38,LA1042,0.830831335,1.2462836,1.004542356,1.287582917,1.211194113,1.093476235
LeafPerimeter,Y38,LA1042,0.140618698,0.239965369,0.313525433,0.168534264,0.165125401,0.127876239
LeafVertLength,Y38,LA1042,0.216215291,0.302908074,0.3979777,0.25887636,0.225807769,0.180397201
LeafHorizWidth,Y38,LA1042,0.339548965,0.42909674,0.405967006,0.329905447,0.236253282,0.212396594
LeafElongationFactor,Y38,LA1042,1.570576923,1.416564952,1.020141135,1.274484114,1.046254891,1.177368657
DG,Y39,LA1043,5,5,5,5,5,5
DL4,Y39,LA1043,NA,13,13,13,13,NA
DH,Y39,LA1043,11,11,11,11,11,11
LN,Y39,LA1043,0.666666667,0.5,0.5,0.5,0.5,0.75
RL,Y39,LA1043,0.915254237,0.381578947,0.21875,0.197278912,0.566666667,0
SL,Y39,LA1043,0.333333333,NA,0.342857143,NA,0.393939394,0.35
ST,Y39,LA1043,0.407692308,0.346153846,0.273291925,0.238095238,0.297297297,0.243589744
RFM,Y39,LA1043,NA,0.148154688,0.196093135,0.184679593,0.118472284,0.120462558
SFM,Y39,LA1043,0.253474175,0.260371567,0.186131418,0.203400112,0.194326095,0.260088217
TFM,Y39,LA1043,0.271394861,0.236205301,0.187991933,0.200496318,0.179231333,0.231447036
RDM,Y39,LA1043,0.497849462,0.387783116,0.3996139,0.371304348,0.256593015,0.216108905
SDM,Y39,LA1043,0.349895144,0.307886834,0.249803614,0.268836452,0.249854736,0.280914737
TDM,Y39,LA1043,0.362429511,0.306135492,0.273387005,0.278992559,0.242227848,0.260018382
WC,Y39,LA1043,0.265338502,0.231781117,0.182371161,0.195583167,0.175323656,0.229527732
WCn,Y39,LA1043,-8.022428028,7.705205073,-6.211446519,-1.198075153,-1.648434983,7.315635575
GPI,Y39,LA1043,1.181497418,1.313973885,0.926428672,0.924199142,0.794836135,1.004686688
GPF,Y39,LA1043,0.272247059,0.270468837,0.232978208,0.280123526,0.254089434,NA
dGP,Y39,LA1043,0.153882725,0.134884068,0.104681798,0.17856949,0.171427206,NA
L4FM,Y39,LA1043,0.27891204,0.183997942,0.230693585,0.17768129,0.142338073,0.299464775
L4DM,Y39,LA1043,0.327548807,0.225062344,0.287023977,0.248611111,0.196473552,0.225282833
L4A,Y39,LA1043,0.271633317,0.206306543,0.260485679,0.189075103,0.170767968,0.257255981
RNa,Y39,LA1043,20.20530917,NA,20.49673608,18.29880192,17.32889128,20.81452629
RK,Y39,LA1043,0.87902321,1.218986145,1.118095423,0.62527069,0.684298411,0.567893636
LNa,Y39,LA1043,27.50611264,28.27256877,29.95431586,NA,25.19351414,23.2800333
LK,Y39,LA1043,0.653726871,0.767933963,0.620665116,NA,0.900300017,0.347341943
LeafSucculence,Y39,LA1043,1.007628217,0.873961447,0.866305176,0.906585731,0.804588835,1.192058273
LeafPerimeter,Y39,LA1043,0.321941112,0.340542714,NA,0.319688208,0.333460588,0.371314035
LeafVertLength,Y39,LA1043,0.426646741,0.450200704,0.595958993,0.399633364,0.382890635,0.488495168
LeafHorizWidth,Y39,LA1043,0.498232033,0.482865987,0.523176358,0.400548942,0.473337645,0.554668882
LeafElongationFactor,Y39,LA1043,1.16782832,1.072662206,0.877886497,1.002259036,1.236280736,1.135511917
DG,Y40,LA1044,5,5,5,5,5,5
DL4,Y40,LA1044,14,14,14,14,14,14
DH,Y40,LA1044,11,11,11,11,11,11
LN,Y40,LA1044,0.333333333,0.333333333,0.666666667,0.666666667,0.666666667,0.333333333
RL,Y40,LA1044,NA,0.151785714,0.080645161,0.1,NA,0.130434783
SL,Y40,LA1044,0.705882353,0.142857143,0.090909091,0.666666667,0.571428571,0.962962963
ST,Y40,LA1044,0.343137255,NA,0.12605042,0.228070175,0.188118812,0.226277372
RFM,Y40,LA1044,0.045022696,0.191092312,0.10256873,0.18500529,0.253194048,0.208168565
SFM,Y40,LA1044,0.169980451,0.271429754,0.147535317,0.321837266,0.472671774,0.353703403
TFM,Y40,LA1044,0.141061504,0.254540937,0.140306937,0.292449907,0.425660013,0.326569464
RDM,Y40,LA1044,0.197952218,0.316526611,0.254189944,0.354460094,NA,NA
SDM,Y40,LA1044,0.27917928,0.48955774,0.174182359,0.4446815,0.52769556,0.634516314
TDM,Y40,LA1044,0.266737968,0.463645943,0.198513262,0.408838684,0.556469298,0.414541302
WC,Y40,LA1044,0.133449929,0.240707693,0.136773002,0.286050515,0.417498974,0.321171208
WCn,Y40,LA1044,4.215925263,4.967842441,-3.17335331,-1.320468375,3.92994518,2.180622504
GPI,Y40,LA1044,1.239225137,1.081607752,NA,1.124697091,1.20296749,1.213806149
GPF,Y40,LA1044,0.265791462,0.329197243,0.436353628,0.511766423,0.626986126,NA
dGP,Y40,LA1044,0.011597609,0.006262564,0.359332834,0.349862498,0.424737665,NA
L4FM,Y40,LA1044,0.308554691,0.549897728,0.266165093,0.305379189,0.663907285,0.299091065
L4DM,Y40,LA1044,0.295261239,0.490322581,0.248500428,0.330777656,0.580774366,NA
L4A,Y40,LA1044,0.297001794,0.446760128,0.243906016,0.28300436,0.48591109,0.303090044
RNa,Y40,LA1044,23.49717751,24.26063855,30.73098757,28.36440339,30.67747596,NA
RK,Y40,LA1044,0.61870483,0.579987305,0.874133773,0.973131713,0.822109795,NA
LNa,Y40,LA1044,15.25148894,26.02918782,21.62459275,18.39944741,21.69954554,NA
LK,Y40,LA1044,0.576483438,0.55795613,0.226830384,0.562844811,0.254531105,NA
LeafSucculence,Y40,LA1044,1.042956189,1.242995096,1.097801576,1.071203531,1.381732921,NA
LeafPerimeter,Y40,LA1044,0.302206232,0.491126437,0.333576107,0.293709212,0.600091206,0.327341678
LeafVertLength,Y40,LA1044,0.46559945,0.634711655,0.452699106,0.47887363,0.73107247,0.528041641
LeafHorizWidth,Y40,LA1044,0.509004237,0.609535541,0.646273523,0.476744981,0.891886738,0.472328886
LeafElongationFactor,Y40,LA1044,1.093172963,0.960314557,1.427662037,0.995564317,1.219979403,0.894563168
DG,Y41,LA1136,6,6,6,6,6,6
DL4,Y41,LA1136,15,15,17,17,17,17
DH,Y41,LA1136,11,11,11,11,11,11
LN,Y41,LA1136,0.333333333,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333
RL,Y41,LA1136,-0.133333333,0.428571429,0.384615385,0.230769231,0.841269841,0.545454545
SL,Y41,LA1136,0.117647059,0.5,0.666666667,0.565217391,0.8,1
ST,Y41,LA1136,0.442307692,0.620689655,0.460869565,0.327272727,0.409090909,0.260869565
RFM,Y41,LA1136,0.125904116,0.099642946,0.246961691,0.375773776,0.523081722,0.438489842
SFM,Y41,LA1136,0.163272927,0.120207663,0.239842529,0.277742281,0.2855491,0.329740537
TFM,Y41,LA1136,0.157510857,0.117475064,0.240681767,0.28886123,0.311104213,0.343065479
RDM,Y41,LA1136,0.369105691,0.326621924,0.410539216,0.608308605,0.716108453,0.529411765
SDM,Y41,LA1136,0.262465753,0.207424292,0.399955879,0.40722531,0.420508208,0.44832179
TDM,Y41,LA1136,0.230901288,0.183625271,0.334326741,0.414963205,0.44019637,0.43881653
WC,Y41,LA1136,0.15303419,0.113546306,0.234970962,0.281019331,0.303389167,0.336850565
WCn,Y41,LA1136,17.23673998,NA,4.433433445,5.000339798,-21.02520389,4.278786489
GPI,Y41,LA1136,1.260049677,1.093399945,0.902915727,1.135343386,0.904613045,1.467504163
GPF,Y41,LA1136,0.294143588,0.214592586,0.419587449,0.355289746,0.376333536,0.369973503
dGP,Y41,LA1136,0.208527389,0.138359107,0.292912358,0.206645968,0.280027157,0.203560656
L4FM,Y41,LA1136,0.070142554,0.080780488,0.130029778,0.3006214,0.314531888,0.356024867
L4DM,Y41,LA1136,0.102564103,0.09596929,0.157402853,0.367573011,0.388349515,0.378567268
L4A,Y41,LA1136,0.104506992,0.101539756,0.144431422,0.315636523,0.295575746,0.370788618
RNa,Y41,LA1136,31.86056389,32.65636529,19.16325136,21.75365518,19.02454367,20.60691778
RK,Y41,LA1136,1.469135764,2.265602664,0.58903041,0.841380126,0.919541554,0.693707438
LNa,Y41,LA1136,29.42585219,26.11599754,12.92398427,17.91825515,19.34111089,20.57563489
LK,Y41,LA1136,0.722228332,0.472213435,0.518596622,0.335379145,0.327169567,0.328112791
LeafSucculence,Y41,LA1136,0.645313259,0.783209017,0.884340123,0.935168449,1.044410184,0.955203517
LeafPerimeter,Y41,LA1136,0.169572419,0.132344669,0.175320347,0.423039496,0.357109728,0.430596719
LeafVertLength,Y41,LA1136,0.348339938,0.313635692,0.386769774,0.598801618,0.50297222,0.555809107
LeafHorizWidth,Y41,LA1136,0.273066493,0.288460089,0.373834686,0.536976823,0.463550505,0.482972024
