Trait,AccessionNumber,AccessionName,rep1,rep2,rep3,rep4,rep5,rep6
LeafHorizWidth,Y63,LA1452,0.48673257,0.319292021,0.321930496,0.302819526,0.427454868,0.434263228
LeafElongationFactor,Y63,LA1452,1.123184195,0.686725858,0.803617877,1.078665257,0.827065319,1.037937483
DG,Y64,LA1508,5,5,5,5,5,5
DL4,Y64,LA1508,NA,22,22,22,22,22
DH,Y64,LA1508,11,11,11,11,11,11
LN,Y64,LA1508,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667,0.25
RL,Y64,LA1508,0.342342342,NA,0.495867769,0.526785714,0.430656934,0.203947368
SL,Y64,LA1508,0.076923077,0.142857143,0.857142857,0.545454545,0.5,0.25
ST,Y64,LA1508,0.435114504,0.363636364,0.270072993,0.439306358,0.346774194,0.322751323
RFM,Y64,LA1508,0.557611809,0.511827528,0.271599091,0.461893113,0.364874933,0.107412122
SFM,Y64,LA1508,0.126871715,0.16609072,0.128147156,0.20104222,0.18101756,0.045815737
TFM,Y64,LA1508,0.181139407,0.200133658,0.143041212,0.228487704,0.201637837,NA
RDM,Y64,LA1508,0.335078534,0.553571429,0.420382166,0.662473795,0.669683258,0.190279214
SDM,Y64,LA1508,0.264426589,0.28276699,0.260108976,0.331940454,0.318006526,NA
TDM,Y64,LA1508,0.193575478,0.249363487,0.227882493,0.297227595,0.287128713,0.097687225
WC,Y64,LA1508,0.180259169,0.196676308,0.13782483,0.223989537,0.195566011,0.051995666
WCn,Y64,LA1508,3.553617648,-2.220451221,-2.750095336,NA,3.16340723,5.938964486
GPI,Y64,LA1508,1.401876919,1.174971283,1.13380802,1.299594218,1.463110025,0.793482373
GPF,Y64,LA1508,0.210335093,0.199100416,0.172250628,0.241430499,0.239201732,0.088912519
dGP,Y64,LA1508,0.068855579,0.116722513,0.067820511,0.125668781,0.118361334,0.012403614
L4FM,Y64,LA1508,0.031132273,0.069544063,0.078954633,0.081412392,0.079885029,0.032672818
L4DM,Y64,LA1508,0.042604991,0.107647345,0.122734335,0.13540569,0.130309989,0.036855037
L4A,Y64,LA1508,0.052649206,0.095060172,0.098868363,0.105533898,0.103240309,0.046679691
RNa,Y64,LA1508,8.398063583,10.71415244,12.14250356,14.55327001,12.59952079,14.19008248
RK,Y64,LA1508,0.376038294,1.174378517,0.649751161,1.580280696,0.677857507,0.331595261
LNa,Y64,LA1508,16.48658048,15.70277083,16.09509296,13.36156346,15.03796962,NA
LK,Y64,LA1508,0.997420943,1.774293372,1.370619206,1.541357192,1.300783412,0.784918939
LeafSucculence,Y64,LA1508,NA,0.693810397,0.755404977,0.724333819,0.727629373,0.690821035
LeafPerimeter,Y64,LA1508,0.108921807,0.171627445,0.181115427,0.175813327,0.178633491,0.087943629
LeafVertLength,Y64,LA1508,0.257446672,0.322069314,0.340225232,0.310960697,0.330772611,0.215049117
LeafHorizWidth,Y64,LA1508,0.182461424,0.299995478,0.267124391,0.313789888,0.267154834,0.180375449
LeafElongationFactor,Y64,LA1508,0.708746619,0.931362555,0.785089669,1.009047692,0.807676145,0.838799414
DG,Y65,LA1627,4,4,4,4,4,4
DL4,Y65,LA1627,NA,17,17,17,18,19
DH,Y65,LA1627,11,11,11,11,11,11
LN,Y65,LA1627,NA,0.5,0.5,0.5,0.5,NA
RL,Y65,LA1627,0.563492063,-0.282051282,0.05,0.625,0.045801527,0.554347826
SL,Y65,LA1627,0.5,0.444444444,0.363636364,0.321428571,0.310344828,0.230769231
ST,Y65,LA1627,0.636363636,0.247619048,0.452380952,0.461538462,0.101449275,0.275862069
RFM,Y65,LA1627,NA,0.223121473,0.425411432,0.280558789,0.109257771,0.207708421
SFM,Y65,LA1627,NA,0.209441708,0.343696854,0.191882211,0.233942101,0.154937577
TFM,Y65,LA1627,NA,0.211919105,0.354365455,0.204766496,0.21221636,0.161128915
RDM,Y65,LA1627,1.196296296,0.553470919,0.871323529,0.712933754,0.293693694,0.397631134
SDM,Y65,LA1627,0.961151737,0.234913058,0.590261283,0.342963653,0.325309044,0.181483885
TDM,Y65,LA1627,0.89904502,0.335009141,0.676797945,0.394310288,0.321641297,0.20591509
WC,Y65,LA1627,NA,0.20422334,0.335970889,0.19455239,0.206103107,0.158177646
WCn,Y65,LA1627,-4.828500658,NA,NA,-2.903678355,-1.061065892,-1.81209945
GPI,Y65,LA1627,1.989911028,1.468545385,1.746515501,1.712595677,1.304475075,1.084561764
GPF,Y65,LA1627,0.457203414,0.315594743,0.448550237,0.236752894,0.531202001,0.171559807
dGP,Y65,LA1627,0.297316035,0.207611538,0.314075135,0.117638128,0.419537408,0.123873619
L4FM,Y65,LA1627,0.26128737,0.558927904,0.709156535,0.379975875,0.266672183,0.198839125
L4DM,Y65,LA1627,0.443037975,0.52967033,NA,0.410714286,0.326327434,0.205581395
L4A,Y65,LA1627,0.329273576,0.510794574,0.62623441,0.373869937,0.253444769,0.210861737
RNa,Y65,LA1627,28.9228759,19.23311946,15.17551438,25.70200422,21.49701208,11.95363159
RK,Y65,LA1627,1.123249562,0.783784565,0.570881732,1.097543503,0.577523057,1.038285914
LNa,Y65,LA1627,22.09429142,17.80483373,21.20362911,32.55697133,30.06140021,21.13565937
LK,Y65,LA1627,1.032941135,0.322712611,1.328193911,0.515792096,0.496167872,0.612442962
LeafSucculence,Y65,LA1627,0.750508619,1.099552074,1.106087324,1.00966001,1.033161592,0.94003903
LeafPerimeter,Y65,LA1627,0.41032583,0.469927235,NA,0.411766191,0.345024107,0.31273845
LeafVertLength,Y65,LA1627,0.539286242,0.556818373,0.633214738,0.513677593,0.456629884,0.431167595
LeafHorizWidth,Y65,LA1627,0.472376507,0.603115778,NA,0.4628055,0.525094772,0.402337919
LeafElongationFactor,Y65,LA1627,0.875839866,1.083117591,1.361368143,0.900987421,1.149977413,0.933263504
DG,Y66,LA1815,5,5,5,5,5,5
DL4,Y66,LA1815,13,13,13,13,13,13
DH,Y66,LA1815,11,11,11,11,11,11
LN,Y66,LA1815,NA,NA,NA,NA,NA,NA
RL,Y66,LA1815,NA,NA,NA,NA,NA,NA
SL,Y66,LA1815,NA,NA,NA,NA,NA,NA
ST,Y66,LA1815,NA,NA,NA,NA,NA,NA
RFM,Y66,LA1815,NA,NA,NA,NA,NA,NA
SFM,Y66,LA1815,NA,NA,NA,NA,NA,NA
TFM,Y66,LA1815,NA,NA,NA,NA,NA,NA
RDM,Y66,LA1815,NA,NA,NA,NA,NA,NA
SDM,Y66,LA1815,NA,NA,NA,NA,NA,NA
TDM,Y66,LA1815,NA,NA,NA,NA,NA,NA
WC,Y66,LA1815,NA,NA,NA,NA,NA,NA
WCn,Y66,LA1815,NA,NA,NA,NA,NA,NA
GPI,Y66,LA1815,1.374655693,0.725798686,1.251258656,1.050318912,1.000476674,1.095538359
GPF,Y66,LA1815,0.016675282,0.034936396,0.078141003,0.013658122,0.076219354,0.011482341
dGP,Y66,LA1815,-0.135817998,NA,-0.118458674,NA,-0.144243753,-0.13881789
L4FM,Y66,LA1815,NA,NA,NA,NA,NA,NA
L4DM,Y66,LA1815,NA,NA,NA,NA,NA,NA
L4A,Y66,LA1815,NA,NA,NA,NA,NA,NA
RNa,Y66,LA1815,NA,NA,NA,NA,NA,NA
RK,Y66,LA1815,NA,NA,NA,NA,NA,NA
LNa,Y66,LA1815,NA,NA,NA,NA,NA,NA
LK,Y66,LA1815,NA,NA,NA,NA,NA,NA
LeafSucculence,Y66,LA1815,NA,NA,NA,NA,NA,NA
LeafPerimeter,Y66,LA1815,NA,NA,NA,NA,NA,NA
LeafVertLength,Y66,LA1815,NA,NA,NA,NA,NA,NA
LeafHorizWidth,Y66,LA1815,NA,NA,NA,NA,NA,NA
LeafElongationFactor,Y66,LA1815,NA,NA,NA,NA,NA,NA
DG,Y67,LA2706,5,5,5,5,5,5
DL4,Y67,LA2706,8,8,8,8,8,8
DH,Y67,LA2706,11,11,11,11,11,11
LN,Y67,LA2706,0,0,0,0,0,0
RL,Y67,LA2706,-1.407407407,-0.530612245,0.113924051,-0.785714286,-0.538461538,-1.234042553
SL,Y67,LA2706,0.153846154,NA,0.166666667,0.137931034,0.090909091,0.097222222
ST,Y67,LA2706,0.005102041,0.188811189,0.03125,0.27972028,-0.035971223,0.25
RFM,Y67,LA2706,0.058954085,-0.043526303,0.02681536,0.119252369,0.066524057,0.096995256
SFM,Y67,LA2706,0.064579606,0.044137969,0.076682274,0.105468526,0.092248908,0.094711971
TFM,Y67,LA2706,0.064006258,0.035092329,0.070204637,0.107214925,0.088526337,0.094972372
RDM,Y67,LA2706,0.138244198,-0.678846154,-0.210386152,0.169793621,0.176901925,0.262454435
SDM,Y67,LA2706,0.089740647,0.053051911,0.089933775,0.150877193,0.130786187,0.136312693
TDM,Y67,LA2706,0.095583939,0.042263835,0.102007175,0.170018683,0.142944101,0.163351226
WC,Y67,LA2706,0.062116982,0.034735593,0.06858891,0.103869034,0.08566102,0.0912272
WCn,Y67,LA2706,2.031693392,0.16600965,-0.079277446,NA,4.287456353,NA
GPI,Y67,LA2706,0.788606048,0.569271767,NA,0.871924278,1.013323902,0.974422341
GPF,Y67,LA2706,0.145877909,0.161007508,0.156904496,NA,0.151752399,0.168597931
dGP,Y67,LA2706,0.099208778,0.119438253,0.083705633,0.166143453,0.069561042,0.096261808
L4FM,Y67,LA2706,0.089881433,0.175990735,0.238020318,0.196495473,0.142518733,0.240615161
L4DM,Y67,LA2706,0.099384345,0.189935866,0.263916501,0.226074219,0.166241713,0.235714286
L4A,Y67,LA2706,0.098869349,0.174114112,0.24798365,0.196300942,0.151175017,0.243753765
RNa,Y67,LA2706,8.956537789,9.070366279,11.39205878,8.635655735,10.8647337,11.66625303
RK,Y67,LA2706,0.455691634,0.641495948,0.705001815,0.377848487,0.487160317,0.683114984
LNa,Y67,LA2706,17.79919077,14.43081353,19.85799629,14.64619179,19.68522085,17.63044455
LK,Y67,LA2706,0.658329404,0.86354635,0.549417651,0.466500207,0.568319253,0.391033746
LeafSucculence,Y67,LA2706,0.898810857,1.001673911,0.949438763,0.987901662,0.926305043,0.989191381
LeafPerimeter,Y67,LA2706,0.222077518,0.354435581,0.349434358,0.360260494,0.290507068,0.318928368
LeafVertLength,Y67,LA2706,NA,0.413737138,NA,0.416665862,0.383861061,0.417560865
LeafHorizWidth,Y67,LA2706,0.22985258,0.455210199,0.425080906,0.372160609,0.293155936,0.505573283
LeafElongationFactor,Y67,LA2706,0.745891843,1.100263318,0.895943563,0.89327106,0.763638881,1.210708117
DG,Y68,LA3124,5,5,5,5,5,5
DL4,Y68,LA3124,13,13,14,18,11,11
DH,Y68,LA3124,11,11,11,11,11,11
LN,Y68,LA3124,0.5,0.75,0.5,0.75,1,1
RL,Y68,LA3124,0.5,0.464285714,NA,NA,0.215686275,0.393939394
SL,Y68,LA3124,0.744186047,0.509090909,0.459459459,-0.083333333,0.285714286,0.264705882
ST,Y68,LA3124,0.119318182,0.23015873,0.234234234,0.153846154,-0.212121212,0
RFM,Y68,LA3124,0.16093072,0.379669569,0.41849711,0.206952405,0.230580216,0.330567655
SFM,Y68,LA3124,0.232893066,0.297973124,0.317279735,0.125718993,0.415185398,0.374026878
TFM,Y68,LA3124,0.22480405,0.307043781,0.32985558,0.134031133,0.391007807,0.366494092
RDM,Y68,LA3124,0.242138365,0.579816514,0.622478386,0.441814596,0.526436782,0.583180987
SDM,Y68,LA3124,0.347703026,0.370521807,0.455304671,0.287722587,0.551648885,0.525322997
TDM,Y68,LA3124,0.382458327,0.404573307,0.45613656,0.293631502,0.530712531,0.480086894
WC,Y68,LA3124,0.215807768,0.3007675,0.32173333,0.120402402,0.382224429,0.358440925
WCn,Y68,LA3124,NA,4.440739325,4.99257399,1.432112718,1.966404268,1.371233798
GPI,Y68,LA3124,1.177055767,1.08169511,1.102021174,NA,0.998913447,1.162316666
GPF,Y68,LA3124,0.159346575,0.420127723,0.63400263,0.237529447,0.563804603,0.469045553
dGP,Y68,LA3124,0.024322973,0.306417803,0.549738186,0.091416274,0.385262075,0.268340192
L4FM,Y68,LA3124,0.466706912,0.60270027,0.376622349,0.227743142,0.504140035,0.208137111
L4DM,Y68,LA3124,0.591596639,0.483168317,0.403625954,0.257879656,0.456540825,0.27100271
L4A,Y68,LA3124,0.25058504,NA,0.348288601,0.248995648,0.284698929,0.199537552
RNa,Y68,LA3124,16.68113469,15.98537364,18.71259619,12.92631904,17.59523238,19.80251866
RK,Y68,LA3124,0.95656731,1.769141796,1.160006079,0.535738332,2.181561863,2.230758848
LNa,Y68,LA3124,NA,19.77652455,13.0209472,13.70653399,20.0409984,17.62083945
LK,Y68,LA3124,0.363507198,0.22688089,0.283393596,0.789816236,0.266354082,0.586273575
LeafSucculence,Y68,LA3124,1.823894397,1.171099748,1.074339458,0.903109175,1.785861906,1.013655648
LeafPerimeter,Y68,LA3124,0.338820563,0.538314308,0.512869849,0.409451665,0.485352455,0.40305099
LeafVertLength,Y68,LA3124,0.464793589,0.68828011,0.654498138,0.494331886,0.577667814,0.492426843
LeafHorizWidth,Y68,LA3124,0.321145138,0.913043478,0.688899051,0.506448187,0.476669214,0.354425199
LeafElongationFactor,Y68,LA3124,0.690937258,1.326395459,1.05255187,1.02462845,0.82511272,0.719735694
DG,Y69,LA4345,5,5,5,5,5,5
DL4,Y69,LA4345,8,8,8,8,8,8
DH,Y69,LA4345,11,11,11,11,11,11
LN,Y69,LA4345,0,0,0.333333333,0.333333333,0.5,0
RL,Y69,LA4345,0.637681159,-0.161290323,0.88372093,0.259259259,0.418604651,0.07826087
SL,Y69,LA4345,0,0.055555556,-0.363636364,0.090322581,0.202531646,-0.102941176
ST,Y69,LA4345,-0.071428571,0.180851064,0.20661157,0.181818182,0.071794872,0.029069767
RFM,Y69,LA4345,0.11639946,0.015984329,0.091833914,0.084140157,0.126465406,0.025537634
SFM,Y69,LA4345,0.100891205,0.138031117,0.070095657,0.058076323,0.167253336,0.065566714
TFM,Y69,LA4345,0.103582122,0.115655347,0.072514318,0.060224074,0.159780836,0.058417354
RDM,Y69,LA4345,0.213499633,0.118518519,0.312676056,0.238359202,0.235803657,0.174796748
SDM,Y69,LA4345,0.099795142,0.177830596,0.152396941,0.107518981,0.24754268,0.120178042
TDM,Y69,LA4345,0.14593375,0.185470779,0.137800561,0.099592054,0.209262153,0.109207182
WC,Y69,LA4345,0.101207895,0.1117407,0.069049285,0.0584621,0.157048778,0.055561446
WCn,Y69,LA4345,4.592581997,5.568007517,9.889536021,-2.916464823,-14.29613144,8.040505848
GPI,Y69,LA4345,0.769449186,0.977690245,0.675133856,0.515695934,0.835135243,0.659431921
GPF,Y69,LA4345,0.399835122,0.25835286,0.212918126,0.106512922,0.185465881,0.306490015
dGP,Y69,LA4345,0.339050131,0.199911398,0.162685902,0.078749947,0.135188715,0.254912395
L4FM,Y69,LA4345,0.37384807,0.22821554,0.030536706,0.024542999,0.047265172,0.032082029
L4DM,Y69,LA4345,0.28957529,0.249406176,0.042412818,0.013586957,0.059650618,0.045736687
L4A,Y69,LA4345,0.344565767,0.270689666,0.041705822,0.036059291,0.06423975,0.043932681
RNa,Y69,LA4345,9.111209674,9.933636404,9.808125571,8.90579493,10.75974357,11.8669739
RK,Y69,LA4345,0.474113056,0.62647832,0.704606113,0.639349905,0.70219859,0.459907509
LNa,Y69,LA4345,NA,14.21476561,11.65357466,13.77168038,15.27095073,13.16642577
LK,Y69,LA4345,0.178022044,0.532642691,1.521870148,1.485423357,1.298610719,1.394872988
LeafSucculence,Y69,LA4345,NA,0.835118845,0.706818772,0.709373416,0.715812242,0.700295055
LeafPerimeter,Y69,LA4345,0.475775914,0.374514793,0.121731435,0.105446845,0.1244757,0.119307432
LeafVertLength,Y69,LA4345,0.607515606,0.49506393,0.18695899,0.178575736,0.238342128,0.227982976
LeafHorizWidth,Y69,LA4345,0.394498382,0.413688766,0.116709269,0.152114869,0.198060625,0.200003178
LeafElongationFactor,Y69,LA4345,0.649373361,0.835688465,0.624236793,0.851845748,0.830933234,0.877315896
DG,Y71,LA0527,5,5,5,5,5,5
DL4,Y71,LA0527,20,20,21,21,21,21
DH,Y71,LA0527,11,11,11,11,11,11
LN,Y71,LA0527,0.5,0.5,0.5,0.5,0.5,0.5
RL,Y71,LA0527,-0.020833333,0.842105263,0.176470588,1.772727273,0.921985816,0.632653061
SL,Y71,LA0527,0.071428571,NA,0.6,0.647058824,0.6,1
ST,Y71,LA0527,0.181818182,0.188235294,0.314136126,0.265060241,0.383233533,0.508379888
RFM,Y71,LA0527,0.144442988,0.198774226,0.159466553,0.328607779,0.406866953,0.362302121
SFM,Y71,LA0527,0.113970055,0.072144771,0.073271894,0.132250811,0.100957185,0.183957967
TFM,Y71,LA0527,0.11948899,0.091622503,0.083262078,0.155888711,0.154774066,0.209254125
RDM,Y71,LA0527,0.215500945,0.365758755,0.271576525,0.397465438,0.397837838,0.486248625
SDM,Y71,LA0527,0.173735581,0.164105716,0.162972621,0.235908998,0.2468284,0.246052901
TDM,Y71,LA0527,0.172807836,0.163059163,0.158717296,0.21725009,0.255422692,0.270214681
WC,Y71,LA0527,0.115606053,0.086677382,0.077493584,0.151074112,0.1479053,0.204615264
WCn,Y71,LA0527,-6.508646879,-4.318787391,3.238147176,2.060255717,-6.072125052,1.699100219
GPI,Y71,LA0527,1.478982217,1.268158051,1.245985533,1.361764635,1.660105109,1.569593403
GPF,Y71,LA0527,0.132180195,0.112729649,0.12770178,0.177982092,0.094800147,0.190164996
dGP,Y71,LA0527,0.052672514,0.021762988,0.026901797,0.087849784,-0.022195107,0.09106222
L4FM,Y71,LA0527,0.093007848,0.068275281,0.103036002,0.121580673,0.17172158,0.214466108
L4DM,Y71,LA0527,0.146043548,0.081177067,0.108333333,0.1208106,0.202931229,0.230807827
L4A,Y71,LA0527,0.114031134,0.082484322,0.120454019,0.125410979,0.174801306,0.222180327
RNa,Y71,LA0527,12.03540614,NA,9.218231119,11.56650276,11.09007851,12.55858514
RK,Y71,LA0527,0.433604213,NA,0.425088591,0.451748315,NA,0.427459905
LNa,Y71,LA0527,17.74508751,14.2094055,16.89767241,27.49183848,29.44022819,24.45826634
LK,Y71,LA0527,NA,0.590578781,0.547430775,0.466305362,0.613545127,0.570817256
LeafSucculence,Y71,LA0527,0.766265235,0.810808401,0.850101595,0.970189965,0.963252665,0.957046479
LeafPerimeter,Y71,LA0527,0.166415295,0.153128681,0.185336917,0.188119334,0.205981991,0.250092734
LeafVertLength,Y71,LA0527,0.317454575,0.258700204,0.373067742,0.380944463,0.421918261,0.50116396
LeafHorizWidth,Y71,LA0527,0.280371435,0.24230993,0.341694465,0.305874012,0.323892104,0.406622986
LeafElongationFactor,Y71,LA0527,0.883132859,0.936738519,0.915936705,0.802893065,0.76768219,0.811286798
DG,Y80,LA1400,7,7,7,7,7,7
DL4,Y80,LA1400,19,19,20,21,21,22
DH,Y80,LA1400,11,11,11,11,11,11
LN,Y80,LA1400,0.5,0.5,0.5,0.5,0.5,0.5
RL,Y80,LA1400,0.901960784,NA,1.06122449,0.556390977,0.975,0.735294118
SL,Y80,LA1400,0.416666667,0.434782609,0.483870968,0.434782609,0.476190476,0.346153846
ST,Y80,LA1400,0.362962963,0.306306306,0.314516129,0.453125,0.625,0.171171171
RFM,Y80,LA1400,NA,0.415366972,0.23648413,0.275829889,0.264605281,0.311541799
SFM,Y80,LA1400,0.12404467,0.182243629,0.212970134,0.148868093,0.125450715,0.151980439
TFM,Y80,LA1400,0.122209588,0.212463579,0.216256622,0.163378179,0.137460737,0.171124479
RDM,Y80,LA1400,0.257575758,0.374,0.485175202,0.415647922,0.465648855,0.23538961
SDM,Y80,LA1400,0.310591293,0.2554498,0.369996746,NA,0.196835031,0.197217181
TDM,Y80,LA1400,0.283908292,0.257005437,0.320048603,0.248602774,0.212957125,0.194714286
WC,Y80,LA1400,0.110070936,0.209054828,0.208818766,0.156606691,0.13134717,0.169045821
WCn,Y80,LA1400,NA,3.750893438,6.933226895,6.609936545,4.907957764,1.744785188
GPI,Y80,LA1400,1.212125419,1.324892519,1.357327123,1.368412051,1.320880926,1.078169484
GPF,Y80,LA1400,0.137633122,0.191263906,0.25102014,0.197592742,0.190464347,0.239611417
dGP,Y80,LA1400,0.058717328,0.120738018,0.14909714,0.11476093,0.077087135,0.142269115
L4FM,Y80,LA1400,0.202420144,0.171905129,0.271568627,0.066183704,0.151655289,0.131809265
L4DM,Y80,LA1400,0.221827862,0.204878049,NA,NA,0.19431988,0.168421053
L4A,Y80,LA1400,0.205335182,0.211604956,NA,NA,0.213029733,0.198222454
RNa,Y80,LA1400,16.53581354,8.404181495,26.77077237,9.416951727,16.91215035,10.50932509
RK,Y80,LA1400,0.539347121,0.369419664,0.828305772,0.647233215,0.732859849,0.367719793
LNa,Y80,LA1400,35.89979312,32.27118188,NA,14.18496341,21.89789743,28.84768321
LK,Y80,LA1400,0.550044742,0.645938033,NA,0.845105434,0.758292032,1.059127269
LeafSucculence,Y80,LA1400,0.975269402,0.79529938,NA,0.84542552,0.690084643,0.642706026
LeafPerimeter,Y80,LA1400,0.326375285,0.351641816,NA,NA,0.331207956,0.326496261
LeafVertLength,Y80,LA1400,0.432067443,0.474285811,0.464284555,0.3046723,0.394914977,0.366666229
LeafHorizWidth,Y80,LA1400,0.4,0.349845742,0.419747411,0.258550543,0.394458459,0.423228923
LeafElongationFactor,Y80,LA1400,0.925842098,0.737616366,0.904023845,0.84865281,0.998807572,1.154189114
